GCA_000807975.1|L747_04235	GCA_000833405.1|N624_2101	GCA_002017995.1|LG101_04940	GCA_002117225.1|AZI09_07150	GCA_002117325.1|AZI10_07490	GCA_002117345.1|AZI11_05660	GCA_002117375.1|AZI12_05705	GCA_002532155.1|OJNHFJDN_02015	GCA_003184305.1|CCS05_05705	GCA_006228205.1|UCCLBBS124_1016	GCA_006228225.1|SAC12_1027	GCA_006228245.1|UCCLB556_0915	GCA_006228265.1|UCCLB95_0944	GCA_006228285.1|UCCLBBS449_1461	GCA_006228305.1|UCCLB521_0913	GCA_006538845.1|LBR02_04100	GCA_006538905.1|LBR03_06560	GCA_009741845.1|GII22_05300	GCA_015238595.1|GNY08_04930	GCA_020509325.1|IAX23_01750	GCA_020741515.1|K8V89_06970	GCA_021383565.1|KB236_03110	GCA_021384395.1|LL940_08405	GCA_021384405.1|LL937_11265	GCA_021384415.1|LLM24_11545	GCA_021384445.1|LL939_11805	GCA_021384495.1|LL934_11605	GCA_021384505.1|LL942_08215	GCA_021384515.1|LL938_11375	GCA_021384555.1|LL945_08350	GCA_021384565.1|LL941_11280	GCA_021384595.1|LL943_11540	GCA_021384615.1|LL936_07325	GCA_024330045.1|NMO39_01585	GCA_025194305.1|EFR96_09720	GCA_025194385.1|EFS16_10930	GCA_025194405.1|EFS18_01470	GCA_025194465.1|EFS17_11505	GCA_025194515.1|EFS12_04465	GCA_025194545.1|EFS11_10945	GCA_025447255.1|N7L94_05160	GCA_026410225.1|OSJ94_03145	GCA_026622905.1|HJNLGKMP_01941	GCA_026626025.1|ORR04_01230	GCA_030378305.1|QTN53_04925	GCA_039839865.1|ABGN26_01790	GCA_900116945.1|NDEPAJBD_00380	GCA_900116975.1|HKAJCJDL_01745	GCA_900116995.1|IKIEPMFM_00932	GCA_900117015.1|BBJIONDP_01706	GCA_900117025.1|PHHBCBHJ_02442	GCA_900117045.1|KIFFLEHN_00217	GCA_902386565.1|JIJAMNCH_00290	GCA_925279105.1|FBDNDNPJ_00628	GCF_001010995.1|AAX72_RS01410	GCF_001923045.1|ADT67_RS10745	GCA_023744035.1|NE295_08615	GCF_001636145.1|AWV73_RS04645
GCA_006228265.1|UCCLB95_1026	GCF_001923045.1|ADT67_RS09735	GCA_025447255.1|N7L94_05550	GCA_900116945.1|NDEPAJBD_02184	GCA_024330045.1|NMO39_01965	GCA_002117345.1|AZI11_06045	GCA_000833405.1|N624_1999	GCA_000807975.1|L747_04625	GCA_006228205.1|UCCLBBS124_1095	GCA_006228285.1|UCCLBBS449_1377	GCA_900116995.1|IKIEPMFM_02164	GCA_900117015.1|BBJIONDP_01769	GCA_000833405.1|N624_2000	GCA_900117025.1|PHHBCBHJ_02082	GCA_002117375.1|AZI12_06090	GCA_900116975.1|HKAJCJDL_02015	GCA_900117045.1|KIFFLEHN_01289
GCA_002532155.1|OJNHFJDN_00020	GCA_900116995.1|IKIEPMFM_00246	GCA_026626025.1|ORR04_12680	GCA_025194385.1|EFS16_00765	GCA_003184305.1|CCS05_12310	GCA_902386565.1|JIJAMNCH_01837	GCA_024330045.1|NMO39_11335	GCA_030378305.1|QTN53_12185	GCA_900116975.1|HKAJCJDL_02292	GCA_025194465.1|EFS17_00220	GCA_030378305.1|QTN53_12385	GCA_002117375.1|AZI12_13460	GCF_001010995.1|AAX72_RS08855	GCA_002117345.1|AZI11_13600	GCA_025194545.1|EFS11_03405	GCA_900117045.1|KIFFLEHN_02671	GCA_021384495.1|LL934_06705	GCA_026626025.1|ORR04_12675
GCA_026626025.1|ORR04_12700	GCA_025194385.1|EFS16_00755	GCA_900116995.1|IKIEPMFM_00244	GCA_900116975.1|HKAJCJDL_02294	GCA_030378305.1|QTN53_12195	GCF_001010995.1|AAX72_RS08845	GCA_026626025.1|ORR04_12695	GCA_902386565.1|JIJAMNCH_01835	GCA_025194545.1|EFS11_03415	GCA_021384495.1|LL934_06695	GCA_024330045.1|NMO39_11325	GCA_900117045.1|KIFFLEHN_02669	GCA_030378305.1|QTN53_12375	GCA_002117345.1|AZI11_13590	GCA_003184305.1|CCS05_12300	GCA_025194465.1|EFS17_00210	GCA_002117375.1|AZI12_13450	GCA_002532155.1|OJNHFJDN_00018
GCA_900116975.1|HKAJCJDL_02295	GCA_003184305.1|CCS05_12295	GCA_030378305.1|QTN53_11845	GCA_002117345.1|AZI11_13585	GCA_025194465.1|EFS17_00205	GCA_902386565.1|JIJAMNCH_01834	GCA_030378305.1|QTN53_12200	GCA_025194545.1|EFS11_03420	GCA_021384495.1|LL934_06690	GCA_002117375.1|AZI12_13445	GCF_001010995.1|AAX72_RS08840	GCA_030378305.1|QTN53_12370	GCA_025194385.1|EFS16_00750	GCA_024330045.1|NMO39_11320	GCA_026626025.1|ORR04_12705	GCA_900117045.1|KIFFLEHN_02668	GCA_900116995.1|IKIEPMFM_00243	GCA_002532155.1|OJNHFJDN_00016
GCA_002117345.1|AZI11_13570	GCA_900116975.1|HKAJCJDL_02007	GCA_021384495.1|LL934_12165	GCA_003184305.1|CCS05_12265	GCA_030378305.1|QTN53_12215	GCA_026626025.1|ORR04_12735	GCF_001010995.1|AAX72_RS08820	GCA_025194545.1|EFS11_03435	GCA_025194465.1|EFS17_00190	GCA_030378305.1|QTN53_11875	GCA_900117045.1|KIFFLEHN_01736	GCA_002532155.1|OJNHFJDN_00010	GCA_025194385.1|EFS16_13030	GCA_030378305.1|QTN53_12340	GCA_024330045.1|NMO39_11305	GCA_900116995.1|IKIEPMFM_01807	GCA_002117375.1|AZI12_13430	GCA_902386565.1|JIJAMNCH_01830
GCA_006228305.1|UCCLB521_pA0047	GCA_030378305.1|QTN53_12980	GCA_025194305.1|EFR96_04550	GCA_021383565.1|KB236_11995	GCA_021384395.1|LL940_13165	GCA_025194405.1|EFS18_05060	GCA_002117225.1|AZI09_13035	GCA_039839865.1|ABGN26_11890	GCA_006538905.1|LBR03_20390	GCA_021384395.1|LL940_13035	GCA_900116945.1|NDEPAJBD_01912	GCA_021384445.1|LL939_10695	GCA_002017995.1|LG101_13365	GCA_026626025.1|ORR04_13865	GCA_025194465.1|EFS17_02565	GCA_039839865.1|ABGN26_11915	GCA_002117325.1|AZI10_12580	GCA_020509325.1|IAX23_03820
GCA_002117345.1|AZI11_13595	GCA_002117375.1|AZI12_13455	GCA_030378305.1|QTN53_12380	GCA_002532155.1|OJNHFJDN_00019	GCA_025194385.1|EFS16_00760	GCA_024330045.1|NMO39_11330	GCA_025194465.1|EFS17_00215	GCA_025194545.1|EFS11_03410	GCA_003184305.1|CCS05_12305	GCA_021384495.1|LL934_06700	GCA_030378305.1|QTN53_12190	GCA_902386565.1|JIJAMNCH_01836	GCF_001010995.1|AAX72_RS08850	GCA_900116975.1|HKAJCJDL_02293	GCA_900116995.1|IKIEPMFM_00245	GCA_900117045.1|KIFFLEHN_02670	GCA_026626025.1|ORR04_12685	GCA_026626025.1|ORR04_12690
GCA_002117345.1|AZI11_13580	GCA_002117375.1|AZI12_13440	GCA_030378305.1|QTN53_12205	GCA_902386565.1|JIJAMNCH_01833	GCF_001010995.1|AAX72_RS08835	GCA_024330045.1|NMO39_11315	GCA_002532155.1|OJNHFJDN_00015	GCA_003184305.1|CCS05_12290	GCA_021384495.1|LL934_06685	GCA_025194385.1|EFS16_00745	GCA_025194545.1|EFS11_03425	GCA_026626025.1|ORR04_12710	GCA_030378305.1|QTN53_12365	GCA_030378305.1|QTN53_11850	GCA_900116975.1|HKAJCJDL_02296	GCA_900116995.1|IKIEPMFM_00242	GCA_900117045.1|KIFFLEHN_02667	GCA_025194465.1|EFS17_00200
GCA_002117345.1|AZI11_13680	GCA_021384495.1|LL934_06735	GCA_025194385.1|EFS16_00800	GCA_026626025.1|ORR04_12620	GCA_900117045.1|KIFFLEHN_02683	GCA_030378305.1|QTN53_12415	GCA_002532155.1|OJNHFJDN_01240	GCA_900116995.1|IKIEPMFM_00257	GCA_002117375.1|AZI12_13540	GCA_026626025.1|ORR04_12625	GCA_024330045.1|NMO39_11985	GCF_001010995.1|AAX72_RS08915	GCA_902386565.1|JIJAMNCH_02723	GCA_030378305.1|QTN53_12155	GCA_025194545.1|EFS11_08810	GCA_025194465.1|EFS17_00255	GCA_900116975.1|HKAJCJDL_02281	GCA_003184305.1|CCS05_11905	GCA_003184305.1|CCS05_11900
GCA_025194515.1|EFS12_01045	GCA_006538905.1|LBR03_20430	GCA_006228305.1|UCCLB521_pA0004	GCA_025194465.1|EFS17_02585	GCA_021384445.1|LL939_10715	GCA_002117225.1|AZI09_13055	GCA_025194405.1|EFS18_05040	GCA_900116945.1|NDEPAJBD_01908	GCA_026626025.1|ORR04_13885	GCA_025194305.1|EFR96_04530	GCA_039839865.1|ABGN26_11935	GCA_002017995.1|LG101_13580	GCA_021384395.1|LL940_12950	GCA_021383565.1|KB236_12015	GCA_021384395.1|LL940_12935	GCA_030378305.1|QTN53_12960	GCA_020509325.1|IAX23_03840	GCA_039839865.1|ABGN26_11870	GCA_002017995.1|LG101_13345
GCA_002017995.1|LG101_12095	GCA_026622905.1|HJNLGKMP_02481	GCA_025447255.1|N7L94_12770	GCA_902386565.1|JIJAMNCH_02701	GCF_001010995.1|AAX72_RS13095	GCA_021384595.1|LL943_12375	GCA_021384395.1|LL940_12545	GCA_021384405.1|LL937_12075	GCA_021384415.1|LLM24_12410	GCA_021384445.1|LL939_12500	GCA_021384495.1|LL934_12285	GCA_021384505.1|LL942_10940	GCA_021384515.1|LL938_12120	GCA_021384555.1|LL945_12195	GCA_021384565.1|LL941_12075	GCA_021384615.1|LL936_12830	GCA_002017995.1|LG101_12835	GCA_002017995.1|LG101_13710	GCA_002017995.1|LG101_13020	GCA_002017995.1|LG101_13025
GCA_902386565.1|JIJAMNCH_02476	GCA_002117345.1|AZI11_13450	GCA_021384395.1|LL940_10245	GCA_002117375.1|AZI12_13675	GCA_021384515.1|LL938_10930	GCA_030378305.1|QTN53_12280	GCA_021384415.1|LLM24_10995	GCA_026622905.1|HJNLGKMP_01839	GCA_025194405.1|EFS18_13060	GCA_030378305.1|QTN53_12275	GCA_030378305.1|QTN53_11925	GCF_001010995.1|AAX72_RS11965	GCA_021384595.1|LL943_10775	GCA_021384565.1|LL941_10775	GCA_026622905.1|HJNLGKMP_01838	GCA_025194385.1|EFS16_08395	GCA_021384405.1|LL937_09465	GCA_026626025.1|ORR04_12360	GCA_021384495.1|LL934_12470	GCA_030378305.1|QTN53_13655
GCF_001010995.1|AAX72_RS08830	GCA_021384495.1|LL934_12170	GCA_902386565.1|JIJAMNCH_01831	GCA_002532155.1|OJNHFJDN_00011	GCA_002117345.1|AZI11_13575	GCA_030378305.1|QTN53_11870	GCA_030378305.1|QTN53_12345	GCA_902386565.1|JIJAMNCH_01832	GCA_900116975.1|HKAJCJDL_02008	GCA_002117375.1|AZI12_13435	GCA_900116995.1|IKIEPMFM_01806	GCA_025194545.1|EFS11_03430	GCA_030378305.1|QTN53_12210	GCA_025194385.1|EFS16_13035	GCA_024330045.1|NMO39_11310	GCA_003184305.1|CCS05_12270	GCA_900117045.1|KIFFLEHN_01735	GCF_001010995.1|AAX72_RS08825	GCA_025194465.1|EFS17_00195	GCA_026626025.1|ORR04_12730
GCA_021384515.1|LL938_12115	GCA_021384395.1|LL940_12540	GCA_002017995.1|LG101_13010	GCA_002017995.1|LG101_13175	GCA_021384405.1|LL937_12080	GCA_902386565.1|JIJAMNCH_02700	GCA_021384595.1|LL943_12370	GCA_021384565.1|LL941_12070	GCA_021384555.1|LL945_12200	GCA_021384445.1|LL939_12495	GCA_021384415.1|LLM24_12415	GCA_021384505.1|LL942_10935	GCA_025447255.1|N7L94_12765	GCF_001010995.1|AAX72_RS14260	GCA_021384495.1|LL934_12280	GCA_002017995.1|LG101_12840	GCA_002017995.1|LG101_12105	GCA_002017995.1|LG101_13700	GCA_026622905.1|HJNLGKMP_02480	GCA_021384615.1|LL936_12825
GCA_030378305.1|QTN53_12315	GCA_026626025.1|ORR04_13385	GCA_026622905.1|HJNLGKMP_01833	GCA_030378305.1|QTN53_11900	GCA_030378305.1|QTN53_12240	GCA_025194385.1|EFS16_08200	GCA_024330045.1|NMO39_11280	GCA_021384595.1|LL943_10800	GCA_026626025.1|ORR04_14360	GCA_025194545.1|EFS11_03460	GCA_002117375.1|AZI12_13405	GCA_900116975.1|HKAJCJDL_02002	GCA_900117045.1|KIFFLEHN_01741	GCA_002117345.1|AZI11_13545	GCA_030378305.1|QTN53_12740	GCA_900116995.1|IKIEPMFM_01812	GCA_002117225.1|AZI09_12455	GCA_039839865.1|ABGN26_13205	GCA_025194405.1|EFS18_14035	GCA_039839865.1|ABGN26_13150	GCA_021384445.1|LL939_08710
GCA_000807975.1|L747_05015	GCA_006228285.1|UCCLBBS449_1302	GCA_900116975.1|HKAJCJDL_01694	GCA_900116995.1|IKIEPMFM_00706	GCA_900117015.1|BBJIONDP_00428	GCA_900117025.1|PHHBCBHJ_01395	GCA_900117045.1|KIFFLEHN_00836	GCA_000833405.1|N624_1906	GCF_001923045.1|ADT67_RS07145	GCA_006228265.1|UCCLB95_1098	GCA_900116945.1|NDEPAJBD_00591	GCA_002117345.1|AZI11_06555	GCA_002117375.1|AZI12_06600	GCA_006228205.1|UCCLBBS124_1194	GCA_025447255.1|N7L94_06055	GCA_020741515.1|K8V89_05735	GCA_000807975.1|L747_05020	GCA_000833405.1|N624_1905	GCA_006228285.1|UCCLBBS449_1301	GCA_900117015.1|BBJIONDP_00427	GCF_001923045.1|ADT67_RS14465
GCA_030378305.1|QTN53_12900	GCA_021384445.1|LL939_11660	GCA_002017995.1|LG101_12040	GCA_030378305.1|QTN53_12910	GCA_002017995.1|LG101_13075	GCA_021384405.1|LL937_11175	GCA_025194465.1|EFS17_01475	GCA_026622905.1|HJNLGKMP_02069	GCA_021384565.1|LL941_11215	GCA_021384415.1|LLM24_11480	GCA_002017995.1|LG101_12465	GCA_002017995.1|LG101_12785	GCA_021384515.1|LL938_11260	GCA_021384395.1|LL940_11615	GCA_021384505.1|LL942_11470	GCA_026626025.1|ORR04_12310	GCA_021384615.1|LL936_11880	GCA_021384555.1|LL945_11460	GCA_021384595.1|LL943_11430	GCA_021384495.1|LL934_11575	GCA_002017995.1|LG101_12200	GCA_026626025.1|ORR04_12305
GCA_025194545.1|EFS11_08800	GCA_026626025.1|ORR04_12645	GCA_030378305.1|QTN53_12165	GCA_002532155.1|OJNHFJDN_01242	GCA_021384495.1|LL934_06725	GCA_025194385.1|EFS16_00790	GCA_030378305.1|QTN53_12405	GCA_002117375.1|AZI12_13525	GCA_024330045.1|NMO39_11975	GCA_002117345.1|AZI11_13670	GCA_003184305.1|CCS05_12325	GCA_900117045.1|KIFFLEHN_02680	GCA_902386565.1|JIJAMNCH_01846	GCF_001010995.1|AAX72_RS08900	GCA_900116975.1|HKAJCJDL_02283	GCA_900116995.1|IKIEPMFM_00255	GCA_025194465.1|EFS17_00245	GCA_900117045.1|KIFFLEHN_02681	GCA_902386565.1|JIJAMNCH_01847	GCA_026626025.1|ORR04_12640	GCA_002117375.1|AZI12_13530	GCA_026626025.1|ORR04_12635
GCA_900117015.1|BBJIONDP_00108	GCA_000833405.1|N624_2158	GCA_023744035.1|NE295_08380	GCA_900116975.1|HKAJCJDL_00418	GCF_001923045.1|ADT67_RS11560	GCA_900116995.1|IKIEPMFM_02781	GCA_003184305.1|CCS05_05470	GCA_000807975.1|L747_03985	GCA_000833405.1|N624_2159	GCA_900116995.1|IKIEPMFM_02731	GCA_900117045.1|KIFFLEHN_00702	GCA_002117325.1|AZI10_07730	GCA_006228205.1|UCCLBBS124_0970	GCA_900117015.1|BBJIONDP_00472	GCA_900117045.1|KIFFLEHN_02226	GCA_002117225.1|AZI09_07390	GCA_900117025.1|PHHBCBHJ_00289	GCA_900116945.1|NDEPAJBD_02388	GCA_900116975.1|HKAJCJDL_02590	GCA_900116945.1|NDEPAJBD_00075	GCA_000807975.1|L747_03990	GCA_006228265.1|UCCLB95_0895	GCA_000833405.1|N624_0815	GCA_025447255.1|N7L94_04925
GCA_002117345.1|AZI11_04395	GCA_021383565.1|KB236_00140	GCA_006228205.1|UCCLBBS124_1380	GCA_900117045.1|KIFFLEHN_01100	GCA_002117325.1|AZI10_04555	GCA_006228205.1|UCCLBBS124_1453	GCA_900117045.1|KIFFLEHN_01101	GCA_021383565.1|KB236_00145	GCA_002117375.1|AZI12_04425	GCA_002117375.1|AZI12_04430	GCA_002117225.1|AZI09_04565	GCA_900117025.1|PHHBCBHJ_01066	GCA_900116995.1|IKIEPMFM_00164	GCA_025447255.1|N7L94_06645	GCA_020509325.1|IAX23_11755	GCA_900116975.1|HKAJCJDL_01073	GCA_002117325.1|AZI10_04560	GCA_025194545.1|EFS11_10030	GCA_025194515.1|EFS12_01730	GCA_900117025.1|PHHBCBHJ_01067	GCA_020741515.1|K8V89_08595	GCA_020741515.1|K8V89_08600	GCA_025194515.1|EFS12_01725	GCA_025447255.1|N7L94_06650	GCA_002117325.1|AZI10_04895	GCA_900116975.1|HKAJCJDL_01074	GCA_020509325.1|IAX23_11750	GCA_900116995.1|IKIEPMFM_00165	GCA_003184305.1|CCS05_05245	GCA_003184305.1|CCS05_05250	GCA_002117345.1|AZI11_04390	GCA_002117325.1|AZI10_04900	GCA_006228205.1|UCCLBBS124_1381	GCA_006228205.1|UCCLBBS124_1452	GCA_025194545.1|EFS11_03190
GCA_006228265.1|UCCLB95_1126	GCA_006228285.1|UCCLBBS449_1293	GCF_001923045.1|ADT67_RS12345	GCA_000833405.1|N624_1900	GCA_002117225.1|AZI09_06165	GCA_900117025.1|PHHBCBHJ_02164	GCA_025447255.1|N7L94_06085	GCA_006228205.1|UCCLBBS124_1203	GCA_900116975.1|HKAJCJDL_01731	GCA_020741515.1|K8V89_05695	GCA_900117015.1|BBJIONDP_02256	GCA_900116995.1|IKIEPMFM_02227	GCA_002117325.1|AZI10_06505	GCA_000807975.1|L747_05050	GCA_900117045.1|KIFFLEHN_00939
GCA_900117015.1|BBJIONDP_00001	GCA_024330045.1|NMO39_08960	GCA_900116995.1|IKIEPMFM_01508	GCA_015238595.1|GNY08_03675	GCA_021384395.1|LL940_00665	GCA_021384555.1|LL945_00090	GCA_021384505.1|LL942_00660	GCA_025447255.1|N7L94_03885	GCA_021384445.1|LL939_00090	GCA_900116975.1|HKAJCJDL_02474	GCF_001923045.1|ADT67_RS12090	GCA_021384615.1|LL936_11500	GCA_021384495.1|LL934_00710	GCA_900117025.1|PHHBCBHJ_00754	GCA_900117045.1|KIFFLEHN_01417
GCA_900117025.1|PHHBCBHJ_02092	GCA_002117345.1|AZI11_00695	GCA_900117045.1|KIFFLEHN_02335	GCA_025447255.1|N7L94_00590	GCA_006228265.1|UCCLB95_0115	GCA_900116945.1|NDEPAJBD_02428	GCA_000833405.1|N624_0529	GCA_000807975.1|L747_10835	GCA_002117375.1|AZI12_00700	GCA_900116975.1|HKAJCJDL_02730	GCA_900116995.1|IKIEPMFM_02119	GCA_006228205.1|UCCLBBS124_0155	GCA_900117015.1|BBJIONDP_00493	GCA_006228285.1|UCCLBBS449_0127	GCF_001923045.1|ADT67_RS00445
GCA_000833405.1|N624_0527	GCA_900116995.1|IKIEPMFM_02117	GCA_002117345.1|AZI11_00685	GCA_900116945.1|NDEPAJBD_02426	GCA_025447255.1|N7L94_00580	GCA_000807975.1|L747_10845	GCA_900117045.1|KIFFLEHN_02333	GCA_900117025.1|PHHBCBHJ_02090	GCA_900117015.1|BBJIONDP_00491	GCA_006228265.1|UCCLB95_0117	GCA_006228285.1|UCCLBBS449_0125	GCA_002117375.1|AZI12_00690	GCA_006228205.1|UCCLBBS124_0152	GCF_001923045.1|ADT67_RS00455	GCA_900116975.1|HKAJCJDL_02728
GCA_002117375.1|AZI12_00535	GCA_006228265.1|UCCLB95_0084	GCA_002117345.1|AZI11_00530	GCA_900117025.1|PHHBCBHJ_01772	GCA_900117045.1|KIFFLEHN_02456	GCF_001923045.1|ADT67_RS08700	GCA_900116975.1|HKAJCJDL_02268	GCA_900117015.1|BBJIONDP_00335	GCA_006228205.1|UCCLBBS124_0124	GCA_025447255.1|N7L94_00430	GCA_000833405.1|N624_0498	GCA_900116945.1|NDEPAJBD_00350	GCA_000807975.1|L747_01675	GCA_006228285.1|UCCLBBS449_0100	GCA_900116995.1|IKIEPMFM_01009
GCA_021384495.1|LL934_05080	GCA_021384415.1|LLM24_05395	GCA_021383565.1|KB236_12350	GCA_000807975.1|L747_00790	GCA_900116995.1|IKIEPMFM_01082	GCA_025194405.1|EFS18_10630	GCA_021384505.1|LL942_05240	GCA_900117025.1|PHHBCBHJ_00114	GCA_021384395.1|LL940_05620	GCA_021384445.1|LL939_05810	GCA_024330045.1|NMO39_08445	GCA_021384595.1|LL943_05090	GCA_900117045.1|KIFFLEHN_00195	GCA_900116975.1|HKAJCJDL_00355	GCA_021384555.1|LL945_05410
GCA_000807975.1|L747_05195	GCA_006228265.1|UCCLB95_1132	GCA_006228285.1|UCCLBBS449_1254	GCA_900116945.1|NDEPAJBD_01671	GCA_900116975.1|HKAJCJDL_01354	GCA_900116995.1|IKIEPMFM_01397	GCA_900117015.1|BBJIONDP_00887	GCA_900117025.1|PHHBCBHJ_00844	GCA_900117045.1|KIFFLEHN_00379	GCA_006228225.1|SAC12_1216	GCA_006228245.1|UCCLB556_1111	GCA_006228305.1|UCCLB521_1105	GCA_026622905.1|HJNLGKMP_02212	GCA_902386565.1|JIJAMNCH_02227	GCA_925279105.1|FBDNDNPJ_00822
GCA_000807975.1|L747_08365	GCA_002117225.1|AZI09_02610	GCA_006228265.1|UCCLB95_0471	GCA_006228285.1|UCCLBBS449_1984	GCA_020741515.1|K8V89_11135	GCA_025194515.1|EFS12_01210	GCA_039839865.1|ABGN26_07745	GCA_900116945.1|NDEPAJBD_00971	GCA_900116975.1|HKAJCJDL_00134	GCA_900116995.1|IKIEPMFM_01320	GCA_900117015.1|BBJIONDP_01596	GCA_900117025.1|PHHBCBHJ_02605	GCA_900117045.1|KIFFLEHN_00278	GCF_001923045.1|ADT67_RS06245	GCA_003184305.1|CCS05_09815
GCA_000807975.1|L747_09035	GCA_002117225.1|AZI09_10020	GCA_002117325.1|AZI10_10370	GCA_002117345.1|AZI11_02420	GCA_002117375.1|AZI12_02440	GCA_003184305.1|CCS05_02525	GCA_002017995.1|LG101_02020	GCA_006538845.1|LBR02_13830	GCA_006538905.1|LBR03_00020	GCA_025194305.1|EFR96_09110	GCA_025194385.1|EFS16_11305	GCA_025194405.1|EFS18_11045	GCA_025194465.1|EFS17_07595	GCA_025194515.1|EFS12_06635	GCA_025194545.1|EFS11_06085
GCA_002532155.1|OJNHFJDN_02452	GCA_006538905.1|LBR03_07260	GCA_015238595.1|GNY08_05285	GCA_020509325.1|IAX23_01400	GCA_025194385.1|EFS16_13350	GCA_025194405.1|EFS18_09420	GCA_025194545.1|EFS11_03265	GCA_026626025.1|ORR04_01585	GCA_030378305.1|QTN53_05295	GCA_902386565.1|JIJAMNCH_02612	GCF_001010995.1|AAX72_RS12660	GCA_006228245.1|UCCLB556_0984	GCA_006228305.1|UCCLB521_0983	GCA_026622905.1|HJNLGKMP_02034	GCA_925279105.1|FBDNDNPJ_00696
GCA_002117345.1|AZI11_06020	GCF_001923045.1|ADT67_RS09695	GCA_006228265.1|UCCLB95_1018	GCA_900116995.1|IKIEPMFM_02220	GCA_900116945.1|NDEPAJBD_02191	GCA_006228205.1|UCCLBBS124_1089	GCA_006228285.1|UCCLBBS449_1386	GCA_900116975.1|HKAJCJDL_02056	GCA_900117045.1|KIFFLEHN_00950	GCA_002117375.1|AZI12_06065	GCA_900117025.1|PHHBCBHJ_00169	GCA_000807975.1|L747_04580	GCA_025447255.1|N7L94_05525	GCA_000833405.1|N624_2011	GCA_900117015.1|BBJIONDP_00468
GCA_002117345.1|AZI11_10450	GCA_025194305.1|EFR96_11875	GCA_020509325.1|IAX23_10025	GCA_006228305.1|UCCLB521_1715	GCA_009741845.1|GII22_00950	GCA_925279105.1|FBDNDNPJ_00248	GCA_002117375.1|AZI12_10505	GCA_006538905.1|LBR03_22170	GCA_025194515.1|EFS12_00305	GCA_006228245.1|UCCLB556_1782	GCA_025194545.1|EFS11_08670	GCA_006228225.1|SAC12_1957	GCA_039839865.1|ABGN26_08845	GCA_026410225.1|OSJ94_05590	GCA_026622905.1|HJNLGKMP_00146
GCA_021384445.1|LL939_12860	GCA_025194545.1|EFS11_05915	GCA_021384555.1|LL945_12430	GCA_025194515.1|EFS12_10485	GCA_021384395.1|LL940_12835	GCA_021384495.1|LL934_12605	GCA_021384595.1|LL943_12510	GCA_021384515.1|LL938_12325	GCA_021384405.1|LL937_12210	GCA_021384415.1|LLM24_12610	GCA_021384505.1|LL942_12460	GCA_021384615.1|LL936_13050	GCA_006538845.1|LBR02_22450	GCA_026626025.1|ORR04_12755	GCA_021384565.1|LL941_12300
GCA_021383565.1|KB236_12280	GCA_024330045.1|NMO39_08335	GCA_900116945.1|NDEPAJBD_01486	GCA_021384555.1|LL945_05330	GCA_902386565.1|JIJAMNCH_01672	GCA_000807975.1|L747_00685	GCF_001010995.1|AAX72_RS14300	GCA_021384395.1|LL940_05545	GCA_021384415.1|LLM24_05455	GCA_021384505.1|LL942_05320	GCA_021384615.1|LL936_04825	GCA_021384495.1|LL934_05015	GCA_021384445.1|LL939_05740	GCA_026626025.1|ORR04_13650	GCA_021384595.1|LL943_05025
GCA_021384555.1|LL945_10830	GCA_030378305.1|QTN53_10595	GCA_902386565.1|JIJAMNCH_01039	GCA_021384445.1|LL939_11060	GCA_021384595.1|LL943_10845	GCA_021384415.1|LLM24_10790	GCA_021384565.1|LL941_10565	GCA_021384515.1|LL938_10665	GCA_021384505.1|LL942_10770	GCA_021384405.1|LL937_10650	GCA_006228305.1|UCCLB521_1903	GCA_021384495.1|LL934_11010	GCA_021384395.1|LL940_11110	GCF_001010995.1|AAX72_RS14475	GCA_021384615.1|LL936_11415
GCA_900117045.1|KIFFLEHN_00949	GCA_002117345.1|AZI11_06025	GCA_006228285.1|UCCLBBS449_1385	GCA_900116995.1|IKIEPMFM_02219	GCA_900116975.1|HKAJCJDL_02055	GCA_025447255.1|N7L94_05530	GCA_006228205.1|UCCLBBS124_1090	GCA_900117025.1|PHHBCBHJ_00168	GCA_900117015.1|BBJIONDP_00467	GCA_002117375.1|AZI12_06070	GCF_001923045.1|ADT67_RS09700	GCA_006228265.1|UCCLB95_1019	GCA_000807975.1|L747_04585	GCA_900116945.1|NDEPAJBD_02190	GCA_000833405.1|N624_2010
GCA_002117375.1|AZI12_00530	GCA_006228285.1|UCCLBBS449_0099	GCA_900117025.1|PHHBCBHJ_01771	GCA_000833405.1|N624_0497	GCA_002117345.1|AZI11_00525	GCA_000807975.1|L747_01670	GCA_006228265.1|UCCLB95_0083	GCA_900116975.1|HKAJCJDL_02267	GCA_900117015.1|BBJIONDP_00334	GCA_900116995.1|IKIEPMFM_01008	GCA_900116945.1|NDEPAJBD_00349	GCF_001923045.1|ADT67_RS08695	GCA_025447255.1|N7L94_00425	GCA_006228205.1|UCCLBBS124_0123	GCA_900117045.1|KIFFLEHN_02455
GCA_025194465.1|EFS17_12640	GCA_021384515.1|LL938_11840	GCA_021384565.1|LL941_11800	GCA_025194515.1|EFS12_12515	GCA_006538905.1|LBR03_22770	GCA_021384505.1|LL942_10190	GCA_021384415.1|LLM24_11795	GCA_006228245.1|UCCLB556_pD0023	GCA_021384445.1|LL939_12035	GCA_025194545.1|EFS11_05925	GCA_021384555.1|LL945_10185	GCA_002017995.1|LG101_13495	GCA_003184305.1|CCS05_13025	GCA_021384405.1|LL937_11730	GCA_021384595.1|LL943_11705
